ID;City;Group_size;Age;MPI#Mean;TOM;BUMO;BUMO_Previous;MostFavourite;Gender;MPI#detail;Age#group;Age#Group#2;MPI;Occupation;Occupation#group;Year;Col
364513;Hà Nội;3.0;46.0;8249.0;Other 1;Other 1;;Highlands Coffee;Male;From 7.5 millions to 8.99 millions VND;40 - 60;45+ y.o.;VND 4.5m - VND 8.9m;Professional (doctor, engineer, architect, nursing staff, lawyer, researcher, etc.);White Collar;2018;3
365734;Cần Thơ;5.0;39.0;6999.0;Other 1;Other 1;;Trung Nguyên;Male;From 6.5 millions to 7.49 millions VND;30 - 39;35 - 39 y.o.;VND 4.5m - VND 8.9m;Unskilled Labor (worker, landry person, driver, security guard, cleaner);Blue Collar;2018;5
367132;Đà Nẵng;2.0;23.0;5499.0;Other 1;Other 1;;The Coffee House;Male;From 4.5 millions to 6.49 millions VND;20 - 29;20 - 24 y.o.;VND 4.5m - VND 8.9m;Officer - Staff level;White Collar;2018;2
368428;Hải Phòng;3.0;23.0;3749.0;Other 1;Other 1;;Highlands Coffee;Female;From 3 millions to 4.49 millions VND;20 - 29;20 - 24 y.o.;Under VND 4.5m;Officer - Staff level;White Collar;2018;3
368473;Hải Phòng;4.0;33.0;5499.0;Other 1;Other 1;;Highlands Coffee;Female;From 4.5 millions to 6.49 millions VND;30 - 39;30 - 34 y.o.;VND 4.5m - VND 8.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2018;4
368988;Đà Nẵng;1.0;50.0;3749.0;Other 1;Other 1;;Street / Half street coffee (including carts);Male;From 3 millions to 4.49 millions VND;40 - 60;45+ y.o.;Under VND 4.5m;Unskilled Labor (worker, landry person, driver, security guard, cleaner);Blue Collar;2018;1
370239;Đà Nẵng;2.0;46.0;5499.0;Other 1;Other 1;;Trung Nguyên;Female;From 4.5 millions to 6.49 millions VND;40 - 60;45+ y.o.;VND 4.5m - VND 8.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2018;2
372878;Đà Nẵng;3.0;29.0;5499.0;Other 1;Other 1;;BonPas;Female;From 4.5 millions to 6.49 millions VND;20 - 29;25 - 29 y.o.;VND 4.5m - VND 8.9m;Lecturer / Teacher;White Collar;2018;3
377785;Hà Nội;4.0;36.0;5499.0;Other 1;Other 1;;Aha Cafe;Female;From 4.5 millions to 6.49 millions VND;30 - 39;35 - 39 y.o.;VND 4.5m - VND 8.9m;Broker/ Service provider with no employee;Self Employed - Small Business and Freelance;2018;4
379368;Đà Nẵng;1.0;44.0;17499.0;Other 1;Other 1;;Highlands Coffee;Male;From 15 millions to 19.99 millions VND;40 - 60;40 - 44 y.o.;VND 15m - VND 24.9m;Semi-skilled labor (salesperson, waiter, photographer);Blue Collar;2018;1
380670;Đà Nẵng;1.0;49.0;8249.0;Other 1;Other 1;;Long Cafe;Male;From 7.5 millions to 8.99 millions VND;40 - 60;45+ y.o.;VND 4.5m - VND 8.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2018;1
382263;Nha Trang;4.0;18.0;1499.0;Other 1;Other 1;;Highlands Coffee;Male;Under 3 millions VND;16 - 19;16 - 19 y.o.;Under VND 4.5m;Pupil / Student;None Working;2018;4
383607;Cần Thơ;4.0;48.0;6999.0;Other 1;Other 1;;Street / Half street coffee (including carts);Female;From 6.5 millions to 7.49 millions VND;40 - 60;45+ y.o.;VND 4.5m - VND 8.9m;Semi-skilled labor (salesperson, waiter, photographer);Blue Collar;2018;4
385348;Đà Nẵng;5.0;23.0;1499.0;Other 1;Other 1;;The Coffee House;Female;Under 3 millions VND;20 - 29;20 - 24 y.o.;Under VND 4.5m;Pupil / Student;None Working;2018;5
385886;Cần Thơ;2.0;17.0;1499.0;Other 1;Other 1;;Highlands Coffee;Female;Under 3 millions VND;16 - 19;16 - 19 y.o.;Under VND 4.5m;Pupil / Student;None Working;2018;2
386551;Đà Nẵng;2.0;47.0;1499.0;Other 1;Other 1;;Trung Nguyên;Female;Under 3 millions VND;40 - 60;45+ y.o.;Under VND 4.5m;Housewife;None Working;2018;2
386747;Cần Thơ;3.0;27.0;1499.0;Other 1;Other 1;;Other 2;Male;Under 3 millions VND;20 - 29;25 - 29 y.o.;Under VND 4.5m;Unemployed;None Working;2018;3
388788;Đà Nẵng;4.0;58.0;3749.0;Other 1;Other 1;;Trung Nguyên;Male;From 3 millions to 4.49 millions VND;40 - 60;45+ y.o.;Under VND 4.5m;Retirement;None Working;2018;4
391044;Đà Nẵng;2.0;58.0;6999.0;Other 1;Other 1;;Trung Nguyên;Male;From 6.5 millions to 7.49 millions VND;40 - 60;45+ y.o.;VND 4.5m - VND 8.9m;Retirement;None Working;2018;2
391113;Hồ Chí Minh;4.0;27.0;6999.0;Other 1;Other 1;;Starbucks;Female;From 6.5 millions to 7.49 millions VND;20 - 29;25 - 29 y.o.;VND 4.5m - VND 8.9m;Officer - Staff level;White Collar;2018;4
392019;Hải Phòng;4.0;36.0;5499.0;Other 1;Other 1;;Highlands Coffee;Female;From 4.5 millions to 6.49 millions VND;30 - 39;35 - 39 y.o.;VND 4.5m - VND 8.9m;Semi-skilled labor (salesperson, waiter, photographer);Blue Collar;2018;4
392041;Hải Phòng;4.0;35.0;8249.0;Other 1;Other 1;;Highlands Coffee;Female;From 7.5 millions to 8.99 millions VND;30 - 39;35 - 39 y.o.;VND 4.5m - VND 8.9m;Broker/ Service provider with no employee;Self Employed - Small Business and Freelance;2018;4
392306;Hải Phòng;4.0;32.0;8249.0;Other 1;Other 1;;Highlands Coffee;Male;From 7.5 millions to 8.99 millions VND;30 - 39;30 - 34 y.o.;VND 4.5m - VND 8.9m;Officer - Staff level;White Collar;2018;4
392985;Đà Nẵng;2.0;37.0;6999.0;Other 1;Other 1;;Other 2;Female;From 6.5 millions to 7.49 millions VND;30 - 39;35 - 39 y.o.;VND 4.5m - VND 8.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2018;2
392992;Hải Phòng;3.0;30.0;13499.0;Other 1;Other 1;;Highlands Coffee;Female;From 12 millions to 14.99 millions VND;30 - 39;30 - 34 y.o.;VND 9m - VND 14.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2018;3
393656;Đà Nẵng;1.0;43.0;5499.0;Other 1;Other 1;;Trung Nguyên;Female;From 4.5 millions to 6.49 millions VND;40 - 60;40 - 44 y.o.;VND 4.5m - VND 8.9m;Small Business (small shop owner, grocery store, etc.);Self Employed - Small Business and Freelance;2018;1
394572;Hải Phòng;4.0;46.0;6999.0;Other 1;Other 1;;Highlands Coffee;Female;From 6.5 millions to 7.49 millions VND;40 - 60;45+ y.o.;VND 4.5m - VND 8.9m;Broker/ Service provider with no employee;Self Employed - Small Business and Freelance;2018;4
394679;Hải Phòng;8.0;44.0;8249.0;Other 1;Other 1;;Other 3;Female;From 7.5 millions to 8.99 millions VND;40 - 60;40 - 44 y.o.;VND 4.5m - VND 8.9m;Broker/ Service provider with no employee;Self Employed - Small Business and Freelance;2018;5
402268;Đà Nẵng;2.0;30.0;5499.0;Other 1;Other 1;;Street / Half street coffee (including carts);Female;From 4.5 millions to 6.49 millions VND;30 - 39;30 - 34 y.o.;VND 4.5m - VND 8.9m;Unskilled Labor (worker, landry person, driver, security guard, cleaner);Blue Collar;2018;2
405666;Hồ Chí Minh;4.0;20.0;3749.0;Other 1;Other 1;;Highlands Coffee;Female;From 3 millions to 4.49 millions VND;20 - 29;20 - 24 y.o.;Under VND 4.5m;Pupil / Student;None Working;2018;4
405699;Hà Nội;2.0;47.0;13499.0;Other 1;Other 1;;Trung Nguyên;Male;From 12 millions to 14.99 millions VND;40 - 60;45+ y.o.;VND 9m - VND 14.9m;Lecturer / Teacher;White Collar;2018;2
409755;Nha Trang;4.0;30.0;5499.0;Other 1;Other 1;;Milano;Male;From 4.5 millions to 6.49 millions VND;30 - 39;30 - 34 y.o.;VND 4.5m - VND 8.9m;Unskilled Labor (worker, landry person, driver, security guard, cleaner);Blue Collar;2018;4
411004;Hải Phòng;3.0;46.0;5499.0;Other 1;Other 1;;Trung Nguyên;Female;From 4.5 millions to 6.49 millions VND;40 - 60;45+ y.o.;VND 4.5m - VND 8.9m;Broker/ Service provider with no employee;Self Employed - Small Business and Freelance;2018;3
415186;Hồ Chí Minh;2.0;33.0;8249.0;Other 1;Other 1;;Milano;Male;From 7.5 millions to 8.99 millions VND;30 - 39;30 - 34 y.o.;VND 4.5m - VND 8.9m;Unskilled Labor (worker, landry person, driver, security guard, cleaner);Blue Collar;2018;2
415709;Nha Trang;5.0;31.0;3749.0;Other 1;Other 1;;Trung Nguyên;Female;From 3 millions to 4.49 millions VND;30 - 39;30 - 34 y.o.;Under VND 4.5m;Broker/ Service provider with no employee;Self Employed - Small Business and Freelance;2018;5
416111;Cần Thơ;3.0;30.0;13499.0;Other 1;Other 1;;Street / Half street coffee (including carts);Male;From 12 millions to 14.99 millions VND;30 - 39;30 - 34 y.o.;VND 9m - VND 14.9m;Broker/ Service provider with no employee;Self Employed - Small Business and Freelance;2018;3
416458;Hải Phòng;3.0;30.0;1499.0;Other 1;Other 1;;Highlands Coffee;Female;Under 3 millions VND;30 - 39;30 - 34 y.o.;Under VND 4.5m;Small Business (small shop owner, grocery store, etc.);Self Employed - Small Business and Freelance;2018;3
416831;Đà Nẵng;2.0;28.0;3749.0;Other 1;Other 1;;Highlands Coffee;Female;From 3 millions to 4.49 millions VND;20 - 29;25 - 29 y.o.;Under VND 4.5m;Housewife;None Working;2018;2
419481;Hải Phòng;4.0;41.0;1499.0;Other 1;Other 1;;Highlands Coffee;Female;Under 3 millions VND;40 - 60;40 - 44 y.o.;Under VND 4.5m;Small Business (small shop owner, grocery store, etc.);Self Employed - Small Business and Freelance;2018;4
419489;Hải Phòng;4.0;22.0;;Other 1;Other 1;;Other 2;Female;Refuse;20 - 29;20 - 24 y.o.;;Housewife;None Working;2018;4
419535;Hải Phòng;4.0;30.0;6999.0;Other 1;Other 1;;Other 2;Male;From 6.5 millions to 7.49 millions VND;30 - 39;30 - 34 y.o.;VND 4.5m - VND 8.9m;Semi-skilled labor (salesperson, waiter, photographer);Blue Collar;2018;4
420974;Đà Nẵng;4.0;31.0;6999.0;Other 1;Other 1;;Mộc Miên;Female;From 6.5 millions to 7.49 millions VND;30 - 39;30 - 34 y.o.;VND 4.5m - VND 8.9m;Officer - Staff level;White Collar;2018;4
422008;Hồ Chí Minh;4.0;29.0;5499.0;Other 1;Other 1;;The Coffee House;Female;From 4.5 millions to 6.49 millions VND;20 - 29;25 - 29 y.o.;VND 4.5m - VND 8.9m;Officer - Staff level;White Collar;2018;4
422923;Nha Trang;2.0;58.0;10499.0;Other 1;Other 1;;Highlands Coffee;Male;From 9 millions to 11.99 millions VND;40 - 60;45+ y.o.;VND 9m - VND 14.9m;Unskilled Labor (worker, landry person, driver, security guard, cleaner);Blue Collar;2018;2
424252;Nha Trang;4.0;56.0;8249.0;Other 1;Other 1;;Other 2;Female;From 7.5 millions to 8.99 millions VND;40 - 60;45+ y.o.;VND 4.5m - VND 8.9m;Retirement;None Working;2018;4
425233;Hải Phòng;4.0;42.0;13499.0;Other 1;Other 1;;Highlands Coffee;Female;From 12 millions to 14.99 millions VND;40 - 60;40 - 44 y.o.;VND 9m - VND 14.9m;Broker/ Service provider with no employee;Self Employed - Small Business and Freelance;2018;4
431617;Hải Phòng;3.0;37.0;5499.0;Other 1;Other 1;;Other 2;Female;From 4.5 millions to 6.49 millions VND;30 - 39;35 - 39 y.o.;VND 4.5m - VND 8.9m;Semi-skilled labor (salesperson, waiter, photographer);Blue Collar;2018;3
434854;Hải Phòng;3.0;30.0;5499.0;Other 1;Other 1;;Highlands Coffee;Female;From 4.5 millions to 6.49 millions VND;30 - 39;30 - 34 y.o.;VND 4.5m - VND 8.9m;Semi-skilled labor (salesperson, waiter, photographer);Blue Collar;2018;3
435051;Hải Phòng;3.0;38.0;6999.0;Other 1;Other 1;;Other 2;Male;From 6.5 millions to 7.49 millions VND;30 - 39;35 - 39 y.o.;VND 4.5m - VND 8.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2018;3
435228;Hải Phòng;3.0;17.0;1499.0;Other 1;Other 1;;Highlands Coffee;Female;Under 3 millions VND;16 - 19;16 - 19 y.o.;Under VND 4.5m;Pupil / Student;None Working;2018;3
435231;Hải Phòng;4.0;24.0;5499.0;Other 1;Other 1;;Other 2;Female;From 4.5 millions to 6.49 millions VND;20 - 29;20 - 24 y.o.;VND 4.5m - VND 8.9m;Officer - Staff level;White Collar;2018;4
435235;Hải Phòng;5.0;29.0;5499.0;Other 1;Other 1;;Highlands Coffee;Female;From 4.5 millions to 6.49 millions VND;20 - 29;25 - 29 y.o.;VND 4.5m - VND 8.9m;Semi-skilled labor (salesperson, waiter, photographer);Blue Collar;2018;5
435382;Hải Phòng;3.0;36.0;10499.0;Other 1;Other 1;;Starbucks;Male;From 9 millions to 11.99 millions VND;30 - 39;35 - 39 y.o.;VND 9m - VND 14.9m;Unskilled Labor (worker, landry person, driver, security guard, cleaner);Blue Collar;2018;3
436987;Đà Nẵng;5.0;53.0;6999.0;Other 1;Other 1;;Trung Nguyên;Male;From 6.5 millions to 7.49 millions VND;40 - 60;45+ y.o.;VND 4.5m - VND 8.9m;Officer - Staff level;White Collar;2018;5
437273;Hải Phòng;3.0;21.0;1499.0;Other 1;Other 1;;Highlands Coffee;Female;Under 3 millions VND;20 - 29;20 - 24 y.o.;Under VND 4.5m;Pupil / Student;None Working;2018;3
438814;Hồ Chí Minh;3.0;36.0;10499.0;Other 1;Other 1;;The Coffee House;Female;From 9 millions to 11.99 millions VND;30 - 39;35 - 39 y.o.;VND 9m - VND 14.9m;Small Business (small shop owner, grocery store, etc.);Self Employed - Small Business and Freelance;2018;3
439051;Hải Phòng;4.0;47.0;22499.0;Other 1;Other 1;;Other 3;Female;From 20 millions to 24.99 millions VND;40 - 60;45+ y.o.;VND 15m - VND 24.9m;Broker/ Service provider with no employee;Self Employed - Small Business and Freelance;2018;4
439054;Hải Phòng;2.0;28.0;6999.0;Other 1;Other 1;;Highlands Coffee;Female;From 6.5 millions to 7.49 millions VND;20 - 29;25 - 29 y.o.;VND 4.5m - VND 8.9m;Officer - Staff level;White Collar;2018;2
441614;Đà Nẵng;4.0;53.0;13499.0;Other 1;Other 1;;Other 2;Male;From 12 millions to 14.99 millions VND;40 - 60;45+ y.o.;VND 9m - VND 14.9m;Lecturer / Teacher;White Collar;2018;4
441939;Hải Phòng;6.0;31.0;5499.0;Other 1;Other 1;;Other 2;Female;From 4.5 millions to 6.49 millions VND;30 - 39;30 - 34 y.o.;VND 4.5m - VND 8.9m;Civil servant - Staff level;White Collar;2018;5
441962;Hải Phòng;3.0;35.0;6999.0;Other 1;Other 1;;Other 2;Female;From 6.5 millions to 7.49 millions VND;30 - 39;35 - 39 y.o.;VND 4.5m - VND 8.9m;Semi-skilled labor (salesperson, waiter, photographer);Blue Collar;2018;3
442249;Hà Nội;4.0;29.0;10499.0;Other 1;Other 1;;Highlands Coffee;Male;From 9 millions to 11.99 millions VND;20 - 29;25 - 29 y.o.;VND 9m - VND 14.9m;Officer - Staff level;White Collar;2018;4
443561;Hà Nội;3.0;28.0;8249.0;Other 1;Other 1;;Cộng Cà Phê;Female;From 7.5 millions to 8.99 millions VND;20 - 29;25 - 29 y.o.;VND 4.5m - VND 8.9m;Lecturer / Teacher;White Collar;2018;3
445300;Cần Thơ;3.0;37.0;6999.0;Other 1;Other 1;;Street / Half street coffee (including carts);Male;From 6.5 millions to 7.49 millions VND;30 - 39;35 - 39 y.o.;VND 4.5m - VND 8.9m;Broker/ Service provider with no employee;Self Employed - Small Business and Freelance;2018;3
445328;Hải Phòng;4.0;35.0;5499.0;Other 1;Other 1;;Highlands Coffee;Male;From 4.5 millions to 6.49 millions VND;30 - 39;35 - 39 y.o.;VND 4.5m - VND 8.9m;Broker/ Service provider with no employee;Self Employed - Small Business and Freelance;2018;4
446400;Hải Phòng;4.0;36.0;8249.0;Other 1;Other 1;;Cộng Cà Phê;Female;From 7.5 millions to 8.99 millions VND;30 - 39;35 - 39 y.o.;VND 4.5m - VND 8.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2018;4
446491;Đà Nẵng;3.0;52.0;10499.0;Other 1;Other 1;;Long Cafe;Male;From 9 millions to 11.99 millions VND;40 - 60;45+ y.o.;VND 9m - VND 14.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2018;3
446524;Đà Nẵng;3.0;29.0;1499.0;Other 1;Other 1;;Highlands Coffee;Female;Under 3 millions VND;20 - 29;25 - 29 y.o.;Under VND 4.5m;Housewife;None Working;2018;3
446871;Hải Phòng;5.0;32.0;8249.0;Other 1;Other 1;;Highlands Coffee;Female;From 7.5 millions to 8.99 millions VND;30 - 39;30 - 34 y.o.;VND 4.5m - VND 8.9m;Semi-skilled labor (salesperson, waiter, photographer);Blue Collar;2018;5
446884;Hải Phòng;4.0;33.0;6999.0;Other 1;Other 1;;Highlands Coffee;Female;From 6.5 millions to 7.49 millions VND;30 - 39;30 - 34 y.o.;VND 4.5m - VND 8.9m;Broker/ Service provider with no employee;Self Employed - Small Business and Freelance;2018;4
447419;Hà Nội;4.0;23.0;5499.0;Other 1;Other 1;;Highlands Coffee;Male;From 4.5 millions to 6.49 millions VND;20 - 29;20 - 24 y.o.;VND 4.5m - VND 8.9m;Officer - Staff level;White Collar;2018;4
447737;Đà Nẵng;2.0;29.0;13499.0;Other 1;Other 1;;Street / Half street coffee (including carts);Male;From 12 millions to 14.99 millions VND;20 - 29;25 - 29 y.o.;VND 9m - VND 14.9m;Officer - Staff level;White Collar;2018;2
448117;Đà Nẵng;1.0;49.0;6999.0;Other 1;Other 1;;Other 2;Female;From 6.5 millions to 7.49 millions VND;40 - 60;45+ y.o.;VND 4.5m - VND 8.9m;Unskilled Labor (worker, landry person, driver, security guard, cleaner);Blue Collar;2018;1
448215;Hải Phòng;6.0;30.0;6999.0;Other 1;Other 1;;Highlands Coffee;Male;From 6.5 millions to 7.49 millions VND;30 - 39;30 - 34 y.o.;VND 4.5m - VND 8.9m;Unskilled Labor (worker, landry person, driver, security guard, cleaner);Blue Collar;2018;5
448216;Hải Phòng;3.0;50.0;3749.0;Other 1;Other 1;;Trung Nguyên;Female;From 3 millions to 4.49 millions VND;40 - 60;45+ y.o.;Under VND 4.5m;Housewife;None Working;2018;3
448487;Đà Nẵng;4.0;35.0;5499.0;Other 1;Other 1;;Other 3;Female;From 4.5 millions to 6.49 millions VND;30 - 39;35 - 39 y.o.;VND 4.5m - VND 8.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2018;4
449103;Đà Nẵng;4.0;35.0;5499.0;Other 1;Other 1;;Other 2;Female;From 4.5 millions to 6.49 millions VND;30 - 39;35 - 39 y.o.;VND 4.5m - VND 8.9m;Unskilled Labor (worker, landry person, driver, security guard, cleaner);Blue Collar;2018;4
449993;Hải Phòng;3.0;36.0;13499.0;Other 1;Other 1;;Trung Nguyên;Male;From 12 millions to 14.99 millions VND;30 - 39;35 - 39 y.o.;VND 9m - VND 14.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2018;3
451600;Đà Nẵng;4.0;39.0;3749.0;Other 1;Other 1;;Highlands Coffee;Female;From 3 millions to 4.49 millions VND;30 - 39;35 - 39 y.o.;Under VND 4.5m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2018;4
452535;Nha Trang;4.0;40.0;6999.0;Other 1;Other 1;;Other 2;Male;From 6.5 millions to 7.49 millions VND;40 - 60;40 - 44 y.o.;VND 4.5m - VND 8.9m;Small Business (small shop owner, grocery store, etc.);Self Employed - Small Business and Freelance;2018;4
454579;Đà Nẵng;4.0;39.0;6999.0;Other 1;Other 1;;Nia cafe;Female;From 6.5 millions to 7.49 millions VND;30 - 39;35 - 39 y.o.;VND 4.5m - VND 8.9m;Officer - Staff level;White Collar;2018;4
456739;Nha Trang;5.0;25.0;8249.0;Other 1;Other 1;;Other 2;Male;From 7.5 millions to 8.99 millions VND;20 - 29;25 - 29 y.o.;VND 4.5m - VND 8.9m;Unskilled Labor (worker, landry person, driver, security guard, cleaner);Blue Collar;2018;5
459038;Hà Nội;5.0;36.0;5499.0;Other 1;Other 1;;Highlands Coffee;Female;From 4.5 millions to 6.49 millions VND;30 - 39;35 - 39 y.o.;VND 4.5m - VND 8.9m;Civil servant - Staff level;White Collar;2018;5
459148;Đà Nẵng;4.0;19.0;1499.0;Other 1;Other 1;;Mộc Miên;Male;Under 3 millions VND;16 - 19;16 - 19 y.o.;Under VND 4.5m;Pupil / Student;None Working;2018;4
460231;Đà Nẵng;2.0;42.0;13499.0;Other 1;Other 1;;Trung Nguyên;Male;From 12 millions to 14.99 millions VND;40 - 60;40 - 44 y.o.;VND 9m - VND 14.9m;Unskilled Labor (worker, landry person, driver, security guard, cleaner);Blue Collar;2018;2
460250;Đà Nẵng;5.0;40.0;5499.0;Other 1;Other 1;;BonPas;Female;From 4.5 millions to 6.49 millions VND;40 - 60;40 - 44 y.o.;VND 4.5m - VND 8.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2018;5
460309;Đà Nẵng;4.0;33.0;10499.0;Other 1;Other 1;;The Coffee House;Male;From 9 millions to 11.99 millions VND;30 - 39;30 - 34 y.o.;VND 9m - VND 14.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2018;4
460431;Đà Nẵng;2.0;37.0;8249.0;Other 1;Other 1;;Street / Half street coffee (including carts);Male;From 7.5 millions to 8.99 millions VND;30 - 39;35 - 39 y.o.;VND 4.5m - VND 8.9m;Professional (doctor, engineer, architect, nursing staff, lawyer, researcher, etc.);White Collar;2018;2
724325;Đà Nẵng;2.0;50.0;13499.0;Other 1;Other 1;;Trung Nguyên;Female;From 12 millions to 14.99 millions VND;40 - 60;45+ y.o.;VND 9m - VND 14.9m;Lecturer / Teacher;White Collar;2019;2
729070;Đà Nẵng;3.0;36.0;6999.0;Other 1;Other 1;;Mộc Miên;Female;From 6.5 millions to 7.49 millions VND;30 - 39;35 - 39 y.o.;VND 4.5m - VND 8.9m;Professional (doctor, engineer, architect, nursing staff, lawyer, researcher, etc.);White Collar;2019;3
744212;Hồ Chí Minh;5.0;18.0;3749.0;Other 1;Other 1;;Milano;Female;From 3 millions to 4.49 millions VND;16 - 19;16 - 19 y.o.;Under VND 4.5m;Pupil / Student;None Working;2019;5
744540;Hà Nội;1.0;57.0;13499.0;Other 1;Other 1;;Aha Cafe;Male;From 12 millions to 14.99 millions VND;40 - 60;45+ y.o.;VND 9m - VND 14.9m;Small Business (small shop owner, grocery store, etc.);Self Employed - Small Business and Freelance;2019;1
745160;Đà Nẵng;5.0;32.0;6999.0;Other 1;Other 1;;The Coffee House;Female;From 6.5 millions to 7.49 millions VND;30 - 39;30 - 34 y.o.;VND 4.5m - VND 8.9m;Civil servant - Staff level;White Collar;2019;5
748374;Đà Nẵng;5.0;30.0;3749.0;Other 1;Other 1;;Other 3;Female;From 3 millions to 4.49 millions VND;30 - 39;30 - 34 y.o.;Under VND 4.5m;Housewife;None Working;2019;5
761354;Cần Thơ;7.0;31.0;8249.0;Other 1;Other 1;;Other 3;Female;From 7.5 millions to 8.99 millions VND;30 - 39;30 - 34 y.o.;VND 4.5m - VND 8.9m;Unskilled Labor (worker, landry person, driver, security guard, cleaner);Blue Collar;2019;5
768538;Hà Nội;4.0;39.0;10499.0;Other 1;Other 1;;Highlands Coffee;Female;From 9 millions to 11.99 millions VND;30 - 39;35 - 39 y.o.;VND 9m - VND 14.9m;Officer - Staff level;White Collar;2019;4
778297;Hải Phòng;5.0;35.0;5499.0;Other 1;Other 1;;Highlands Coffee;Female;From 4.5 millions to 6.49 millions VND;30 - 39;35 - 39 y.o.;VND 4.5m - VND 8.9m;Officer - Staff level;White Collar;2019;5
778813;Hải Phòng;2.0;44.0;37499.0;Other 1;Other 1;;Trung Nguyên;Male;From 30 millions to 44.99 millions VND;40 - 60;40 - 44 y.o.;VND 25m+;Self Employed  - Company owner (under 10 employees);Self Employed - Company Owner;2019;2
779226;Hải Phòng;4.0;42.0;8249.0;Other 1;Other 1;;Highlands Coffee;Female;From 7.5 millions to 8.99 millions VND;40 - 60;40 - 44 y.o.;VND 4.5m - VND 8.9m;Freelance;Self Employed - Small Business and Freelance;2019;4
786237;Hải Phòng;3.0;44.0;17499.0;Other 1;Other 1;;Other 2;Male;From 15 millions to 19.99 millions VND;40 - 60;40 - 44 y.o.;VND 15m - VND 24.9m;Freelance;Self Employed - Small Business and Freelance;2019;3
786843;Hải Phòng;3.0;49.0;5499.0;Other 1;Other 1;;Other 2;Female;From 4.5 millions to 6.49 millions VND;40 - 60;45+ y.o.;VND 4.5m - VND 8.9m;Housewife;None Working;2019;3
792345;Hải Phòng;2.0;54.0;5499.0;Other 1;Other 1;;Other 2;Male;From 4.5 millions to 6.49 millions VND;40 - 60;45+ y.o.;VND 4.5m - VND 8.9m;Freelance;Self Employed - Small Business and Freelance;2019;2
794229;Hồ Chí Minh;2.0;33.0;8249.0;Other 1;Other 1;;Street / Half street coffee (including carts);Female;From 7.5 millions to 8.99 millions VND;30 - 39;30 - 34 y.o.;VND 4.5m - VND 8.9m;Officer - Staff level;White Collar;2019;2
794511;Hà Nội;3.0;49.0;10499.0;Other 1;Other 1;;Aha Cafe;Female;From 9 millions to 11.99 millions VND;40 - 60;45+ y.o.;VND 9m - VND 14.9m;Small Business (small shop owner, grocery store, etc.);Self Employed - Small Business and Freelance;2019;3
796944;Hà Nội;3.0;40.0;10499.0;Other 1;Other 1;;Other 2;Female;From 9 millions to 11.99 millions VND;40 - 60;40 - 44 y.o.;VND 9m - VND 14.9m;Small Business (small shop owner, grocery store, etc.);Self Employed - Small Business and Freelance;2019;3
803281;Nha Trang;4.0;32.0;6999.0;Other 1;Other 1;;Highlands Coffee;Female;From 6.5 millions to 7.49 millions VND;30 - 39;30 - 34 y.o.;VND 4.5m - VND 8.9m;Officer - Staff level;White Collar;2019;4
804023;Cần Thơ;2.0;19.0;1499.0;Other 1;Other 1;;Trung Nguyên;Male;Under 3 millions VND;16 - 19;16 - 19 y.o.;Under VND 4.5m;Pupil / Student;None Working;2019;2
805028;Đà Nẵng;3.0;31.0;5499.0;Other 1;Other 1;;Mộc Miên;Female;From 4.5 millions to 6.49 millions VND;30 - 39;30 - 34 y.o.;VND 4.5m - VND 8.9m;Unskilled Labor (worker, landry person, driver, security guard, cleaner);Blue Collar;2019;3
806257;Hải Phòng;2.0;55.0;1499.0;Other 1;Other 1;;Other 2;Female;Under 3 millions VND;40 - 60;45+ y.o.;Under VND 4.5m;Housewife;None Working;2019;2
807684;Cần Thơ;2.0;57.0;3749.0;Other 1;Other 1;;Highlands Coffee;Female;From 3 millions to 4.49 millions VND;40 - 60;45+ y.o.;Under VND 4.5m;Housewife;None Working;2019;2
807731;Hồ Chí Minh;4.0;27.0;17499.0;Other 1;Other 1;;Highlands Coffee;Male;From 15 millions to 19.99 millions VND;20 - 29;25 - 29 y.o.;VND 15m - VND 24.9m;Officer - Staff level;White Collar;2019;4
808347;Hải Phòng;2.0;37.0;5499.0;Other 1;Other 1;;Highlands Coffee;Female;From 4.5 millions to 6.49 millions VND;30 - 39;35 - 39 y.o.;VND 4.5m - VND 8.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2019;2
808372;Nha Trang;2.0;36.0;10499.0;Other 1;Other 1;;Runam cafe;Female;From 9 millions to 11.99 millions VND;30 - 39;35 - 39 y.o.;VND 9m - VND 14.9m;Professional (doctor, engineer, architect, nursing staff, lawyer, researcher, etc.);White Collar;2019;2
